iter	RMSE
3216	4278.548908
3217	4278.523015
3218	4276.358033
3219	4274.689991
3220	4274.647061
3221	4272.783956
3222	4270.316823
3223	4269.41265
3224	4268.148281
3225	4266.44439
3226	4263.348367
3227	4263.19427
3228	4257.821007
3229	4252.273476
3230	4251.776662
3231	4251.74249
3232	4246.65261
3233	4246.281965
3234	4246.213052
3235	4244.017526
3236	4243.785275
3237	4239.505278
3238	4237.322745
3239	4236.211693
3240	4236.146151
3241	4234.594515
3242	4231.55746
3243	4231.517352
3244	4231.297627
3245	4230.517035
3246	4229.68939
3247	4227.899468
3248	4226.300522
3249	4225.889124
3250	4220.409553
3251	4219.587571
3252	4218.643722
3253	4216.972569
3254	4215.894296
3255	4212.880225
3256	4211.605919
3257	4210.535621
3258	4209.241081
3259	4208.670842
3260	4206.969098
3261	4206.151896
3262	4206.093125
3263	4204.818477
3264	4204.133713
3265	4200.335744
3266	4200.255918
3267	4197.073259
3268	4193.593385
3269	4193.161427
3270	4190.686741
3271	4189.307194
3272	4188.923557
3273	4188.066398
3274	4186.885232
3275	4183.791955
3276	4183.249519
3277	4181.728395
3278	4180.396239
3279	4179.496137
3280	4178.923431
3281	4177.027912
3282	4176.939207
3283	4175.976194
3284	4174.580319
3285	4172.607258
3286	4172.276776
3287	4168.768884
3288	4167.834843
3289	4165.973357
3290	4165.947384
3291	4164.425074
3292	4163.112054
3293	4162.804996
3294	4160.111163
3295	4158.886663
3296	4156.346438
3297	4156.310268
3298	4155.073866
3299	4152.915402
3300	4150.142816
3301	4147.621225
3302	4147.184962
3303	4147.135694
3304	4146.198859
3305	4145.627801
3306	4144.389892
3307	4139.784934
3308	4138.344109
3309	4135.979462
3310	4135.132492
3311	4133.889643
3312	4133.815563
3313	4128.754183
3314	4127.125486
3315	4125.524349
3316	4125.073701
3317	4121.086178
3318	4119.309483
3319	4117.735574
3320	4117.67289
3321	4116.713965
3322	4115.753952
3323	4113.185408
3324	4111.302902
3325	4110.452444
3326	4107.693889
3327	4106.452522
3328	4106.085989
3329	4104.317063
3330	4103.794233
3331	4101.436635
3332	4099.891311
3333	4099.849247
3334	4098.425089
3335	4096.723465
3336	4096.634472
3337	4095.990064
3338	4093.258245
3339	4091.787581
3340	4091.173189
3341	4090.083637
3342	4088.957898
3343	4087.679954
3344	4084.541655
3345	4082.37984
3346	4080.210855
3347	4079.417553
3348	4078.715821
3349	4077.082218
3350	4073.221812
3351	4073.179657
3352	4072.971844
3353	4072.861441
3354	4069.681498
3355	4066.868442
3356	4065.247516
3357	4062.896982
3358	4061.622931
3359	4060.50783
3360	4059.604571
3361	4059.021912
3362	4056.941389
3363	4055.786483
3364	4054.213583
3365	4053.496766
3366	4050.98083
3367	4050.019558
3368	4048.783957
3369	4046.258814
3370	4044.56324
3371	4044.003964
3372	4043.508499
3373	4043.06281
3374	4041.434029
3375	4041.118752
3376	4040.271538
3377	4038.45607
3378	4035.560083
3379	4034.523612
3380	4033.597342
3381	4032.066233
3382	4031.483
3383	4029.456374
3384	4024.984903
3385	4024.822047
3386	4021.926922
3387	4021.170725
3388	4020.755532
3389	4020.378532
3390	4020.200607
3391	4019.770793
3392	4018.961174
3393	4018.420964
3394	4015.90113
3395	4014.665261
3396	4013.766463
3397	4013.44652
3398	4012.076202
3399	4011.972439
3400	4011.499252
3401	4009.343211
3402	4008.345693
3403	4005.215513
3404	4003.535846
3405	4001.560226
3406	4000.817825
3407	3999.344667
3408	3998.433685
3409	3997.990424
3410	3997.535207
3411	3997.109762
3412	3994.635933
3413	3992.617176
3414	3989.055595
3415	3988.75189
3416	3987.998019
3417	3986.588987
3418	3984.843745
3419	3984.476213
3420	3984.112409
3421	3982.081988
3422	3982.060452
3423	3981.055039
3424	3980.90535
3425	3979.717354
3426	3979.610679
3427	3978.372011
3428	3977.222907
3429	3975.826925
3430	3973.543451
3431	3973.329235
3432	3971.979513
3433	3971.941527
3434	3971.914259
3435	3971.90609
3436	3971.882386
3437	3971.016366
3438	3970.000913
3439	3969.927512
3440	3967.861542
3441	3967.174624
3442	3967.166817
3443	3966.212887
3444	3965.16725
3445	3963.14685
3446	3962.484508
3447	3961.637693
3448	3959.85613
3449	3957.763567
3450	3956.320457
3451	3954.187816
3452	3952.417863
3453	3950.751111
3454	3949.801779
3455	3948.90478
3456	3948.385696
3457	3947.517861
3458	3947.113614
3459	3945.69965
3460	3942.083849
3461	3941.392428
3462	3939.701205
3463	3939.664643
3464	3939.029455
3465	3937.800327
3466	3934.145546
3467	3933.205736
3468	3931.570058
3469	3929.490437
3470	3927.503258
3471	3926.595356
3472	3925.131204
3473	3924.532243
3474	3920.827437
3475	3919.265828
3476	3918.114738
3477	3917.38602
3478	3916.947764
3479	3916.374235
3480	3915.092754
3481	3914.598923
3482	3912.867921
3483	3912.338227
3484	3907.182098
3485	3906.099455
3486	3903.941719
3487	3903.563435
3488	3902.037845
3489	3901.898396
3490	3901.855904
3491	3901.433941
3492	3899.679548
3493	3897.581209
3494	3895.720357
3495	3895.302152
3496	3894.717087
3497	3893.678211
3498	3892.798154
3499	3891.663168
3500	3889.726866
3501	3887.441928
3502	3887.105477
3503	3886.231485
3504	3886.202774
3505	3884.077952
3506	3883.07656
3507	3882.474262
3508	3881.137164
3509	3877.080885
3510	3874.935667
3511	3871.693275
3512	3870.585217
3513	3868.954206
3514	3867.57021
3515	3866.749535
3516	3866.676023
3517	3863.9279
3518	3862.768409
3519	3862.309984
3520	3861.639089
3521	3858.508379
3522	3858.101384
3523	3857.78845
3524	3856.581584
3525	3856.568683
3526	3856.095492
3527	3854.481812
3528	3853.677964
3529	3852.847266
3530	3850.514517
3531	3847.905387
3532	3846.14987
3533	3845.890163
3534	3844.015897
3535	3843.919764
3536	3842.978106
3537	3840.395726
3538	3839.552004
3539	3837.214684
3540	3835.255692
3541	3833.820387
3542	3833.243661
3543	3832.224542
3544	3829.636146
3545	3829.391949
3546	3828.236828
3547	3826.667963
3548	3824.862562
3549	3823.284993
3550	3823.018169
3551	3822.443345
3552	3821.96408
3553	3820.817178
3554	3820.736819
3555	3818.779247
3556	3816.775009
3557	3816.319954
3558	3813.074338
3559	3813.004588
3560	3810.599784
3561	3808.699913
3562	3807.634944
3563	3806.973346
3564	3806.64962
3565	3805.562344
3566	3803.29609
3567	3800.755368
3568	3799.58359
3569	3798.829527
3570	3796.617208
3571	3795.278139
3572	3793.890016
3573	3793.641218
3574	3793.066023
3575	3792.786709
3576	3791.591078
3577	3791.275734
3578	3790.615353
3579	3789.661387
3580	3789.097501
3581	3787.111811
3582	3786.039252
3583	3785.330179
3584	3784.732197
3585	3783.678553
3586	3782.977918
3587	3780.769852
3588	3778.643853
3589	3777.67422
3590	3776.284521
3591	3774.305153
3592	3774.097353
3593	3773.380482
3594	3772.517311
3595	3771.828546
3596	3770.238175
3597	3769.638526
3598	3768.005172
3599	3766.908947
3600	3766.607149
3601	3765.786324
3602	3764.691514
3603	3763.97216
3604	3761.81176
3605	3761.09907
3606	3760.617082
3607	3760.592167
3608	3759.449854
3609	3757.047484
3610	3756.775503
3611	3755.46312
3612	3755.380399
3613	3751.445225
3614	3749.456069
3615	3749.053879
3616	3748.38277
3617	3746.38866
3618	3745.695395
3619	3744.919561
3620	3742.971663
3621	3741.491824
3622	3741.385517
3623	3740.083752
3624	3738.053677
3625	3737.334671
3626	3736.708876
3627	3736.187714
3628	3734.296266
3629	3733.56624
3630	3731.113498
3631	3728.334968
3632	3727.540308
3633	3726.669947
3634	3724.407043
3635	3723.249208
3636	3722.380443
3637	3722.096146
3638	3721.31729
3639	3720.698785
3640	3719.946348
3641	3719.312274
3642	3718.493457
3643	3716.823425
3644	3715.173266
3645	3713.05051
3646	3712.237299
3647	3711.053154
3648	3708.711412
3649	3707.841522
3650	3707.228593
3651	3706.627353
3652	3705.070574
3653	3703.659655
3654	3702.482036
3655	3702.141291
3656	3699.765398
3657	3699.339703
3658	3698.533428
3659	3698.506702
3660	3698.407767
3661	3697.508288
3662	3696.583346
3663	3695.359209
3664	3694.790768
3665	3692.483284
3666	3691.977473
3667	3690.721427
3668	3689.906901
3669	3688.073452
3670	3687.549014
3671	3686.890248
3672	3683.65106
3673	3682.884703
3674	3682.277044
3675	3680.599617
3676	3680.521572
3677	3679.48167
3678	3677.239528
3679	3676.127757
3680	3674.672804
3681	3673.282313
3682	3670.652572
3683	3669.709496
3684	3668.646667
3685	3664.660504
3686	3663.718003
3687	3662.833682
3688	3662.28957
3689	3658.646682
3690	3657.394784
3691	3656.585903
3692	3655.513424
3693	3653.601005
3694	3652.766313
3695	3650.965747
3696	3649.17297
3697	3647.69106
3698	3645.865879
3699	3643.569231
3700	3642.76796
3701	3641.564691
3702	3640.632308
3703	3640.273996
3704	3638.946073
3705	3637.898309
3706	3637.124987
3707	3636.915429
3708	3634.870511
3709	3632.641871
3710	3631.974055
3711	3631.586328
3712	3630.29859
3713	3629.483532
3714	3628.154585
3715	3627.333305
3716	3627.063054
3717	3626.506291
3718	3626.487805
3719	3625.950761
3720	3624.360779
3721	3622.282209
3722	3619.149083
3723	3618.224334
3724	3616.566735
3725	3615.900171
3726	3612.654467
3727	3611.998691
3728	3609.909607
3729	3609.136995
3730	3608.332081
3731	3605.003333
3732	3604.091638
3733	3603.553526
3734	3602.279427
3735	3601.866558
3736	3601.738243
3737	3600.446498
3738	3599.805317
3739	3599.34324
3740	3598.8896
3741	3595.974904
3742	3594.345861
3743	3593.325093
3744	3591.125999
3745	3590.770158
3746	3590.065845
3747	3588.735675
3748	3586.781415
3749	3585.991578
3750	3585.044484
3751	3584.159145
3752	3582.449928
3753	3581.636102
3754	3580.781929
3755	3578.696807
3756	3577.368293
3757	3576.579226
3758	3575.515123
3759	3575.395641
3760	3574.943625
3761	3573.84491
3762	3571.875724
3763	3571.454732
3764	3568.882236
3765	3567.77564
3766	3567.511564
3767	3563.16554
3768	3562.49464
3769	3562.455262
3770	3560.625059
3771	3556.661623
3772	3556.298889
3773	3554.398455
3774	3552.747036
3775	3551.763508
3776	3551.477815
3777	3550.378391
3778	3549.440668
3779	3549.150574
3780	3548.828116
3781	3548.181366
3782	3547.337894
3783	3546.058634
3784	3544.36682
3785	3543.5566
3786	3540.347055
3787	3538.855072
3788	3538.65958
3789	3536.737321
3790	3535.356504
3791	3535.123323
3792	3533.245244
3793	3532.518718
3794	3532.164313
3795	3530.543537
3796	3528.035572
3797	3527.740589
3798	3527.230928
3799	3527.20885
3800	3526.239854
3801	3525.713587
3802	3525.102231
3803	3522.935965
3804	3522.041759
3805	3521.033592
3806	3520.648548
3807	3519.599695
3808	3519.409591
3809	3518.806827
3810	3518.174189
3811	3517.627821
3812	3516.1209
3813	3514.544226
3814	3513.751435
3815	3512.72379
3816	3511.958491
3817	3511.05271
3818	3510.982602
3819	3509.973873
3820	3508.818787
3821	3507.163166
3822	3505.202294
3823	3503.349147
3824	3503.144219
3825	3501.836899
3826	3500.094505
3827	3498.860546
3828	3498.044987
3829	3497.390446
3830	3495.01286
3831	3493.775854
3832	3492.746231
3833	3491.54314
3834	3490.585652
3835	3489.437352
3836	3488.922247
3837	3488.22711
3838	3487.189617
3839	3486.200641
3840	3486.014682
3841	3485.545622
3842	3484.22014
3843	3483.279234
3844	3483.239279
3845	3482.453102
3846	3481.258668
3847	3479.04771
3848	3477.699631
3849	3476.623378
3850	3476.290517
3851	3474.829013
3852	3474.773842
3853	3472.919579
3854	3471.917019
3855	3471.570802
3856	3470.255119
3857	3469.365421
3858	3468.710677
3859	3467.233747
3860	3466.590454
3861	3465.508224
3862	3463.547268
3863	3462.921768
3864	3462.749187
3865	3461.366451
3866	3459.973232
3867	3459.142317
3868	3458.848785
3869	3457.797493
3870	3457.525398
3871	3455.597708
3872	3454.941576
3873	3454.007528
3874	3452.791415
3875	3451.785709
3876	3450.220798
3877	3448.926379
3878	3448.383451
3879	3447.758577
3880	3446.251219
3881	3445.233238
3882	3445.176186
3883	3444.486838
3884	3443.816622
3885	3443.226578
3886	3442.931465
3887	3441.85006
3888	3441.186768
3889	3438.966774
3890	3438.098328
3891	3436.150199
3892	3435.78111
3893	3434.782354
3894	3433.921949
3895	3430.850281
3896	3430.148621
3897	3430.058888
3898	3429.48714
3899	3428.632709
3900	3428.318047
3901	3426.773053
3902	3425.466875
3903	3424.319174
3904	3423.230696
3905	3422.784428
3906	3421.600339
3907	3421.050421
3908	3419.85074
3909	3418.255689
3910	3417.561838
3911	3414.858483
3912	3414.236077
3913	3412.509334
3914	3411.064098
3915	3409.209669
3916	3409.059044
3917	3408.256363
3918	3406.412653
3919	3404.378752
3920	3402.852883
3921	3402.209531
3922	3401.020126
3923	3400.118035
3924	3399.300001
3925	3399.047311
3926	3397.889208
3927	3396.685662
3928	3396.590149
3929	3396.374912
3930	3395.487542
3931	3394.85229
3932	3393.812343
3933	3391.321353
3934	3389.734188
3935	3388.141815
3936	3386.804959
3937	3385.638939
3938	3383.838895
3939	3383.322676
3940	3381.793404
3941	3381.010236
3942	3379.729181
3943	3378.734503
3944	3377.761602
3945	3376.617531
3946	3375.702748
3947	3371.520604
3948	3369.608781
3949	3368.886151
3950	3368.116607
3951	3365.957029
3952	3364.499872
3953	3362.947515
3954	3362.660633
3955	3361.368415
3956	3360.024019
3957	3359.751937
3958	3358.484074
3959	3357.030582
3960	3355.583311
3961	3354.956254
3962	3353.800969
3963	3351.985315
3964	3350.968271
3965	3350.949103
3966	3349.750088
3967	3349.070256
3968	3348.4654
3969	3347.288775
3970	3346.925541
3971	3346.384158
3972	3344.985953
3973	3344.454267
3974	3343.042268
3975	3340.752682
3976	3339.228614
3977	3338.919462
3978	3338.890251
3979	3336.983499
3980	3335.862511
3981	3334.135476
3982	3331.53771
3983	3330.478706
3984	3330.469152
3985	3330.414467
3986	3330.034661
3987	3329.161708
3988	3328.291059
3989	3326.648821
3990	3325.57374
3991	3324.440234
3992	3323.51183
3993	3321.66564
3994	3321.134924
3995	3320.277759
3996	3319.765656
3997	3317.986362
3998	3317.096955
3999	3315.435121
